date,season,year,month,holiday,weekday,workingday,weather,total_user
2012-01-18,Spring,2012,Jan,0,3,1,Clear/Cloudy,3376
2012-01-19,Spring,2012,Jan,0,4,1,Clear/Cloudy,3292
2012-01-20,Spring,2012,Jan,0,5,1,Mist/Overcast,3163
2012-01-21,Spring,2012,Jan,0,6,0,Mist/Overcast,1301
2012-01-22,Spring,2012,Jan,0,0,0,Mist/Overcast,1977
2012-01-23,Spring,2012,Jan,0,1,1,Mist/Overcast,2432
2012-01-24,Spring,2012,Jan,0,2,1,Clear/Cloudy,4339
2012-01-25,Spring,2012,Jan,0,3,1,Clear/Cloudy,4270
2012-01-26,Spring,2012,Jan,0,4,1,Mist/Overcast,4075
2012-01-27,Spring,2012,Jan,0,5,1,Mist/Overcast,3456
2012-01-28,Spring,2012,Jan,0,6,0,Clear/Cloudy,4023
2012-01-29,Spring,2012,Jan,0,0,0,Clear/Cloudy,3243
2012-01-30,Spring,2012,Jan,0,1,1,Clear/Cloudy,3624
2012-01-31,Spring,2012,Jan,0,2,1,Clear/Cloudy,4509
2012-02-01,Spring,2012,Feb,0,3,1,Clear/Cloudy,4579
2012-02-02,Spring,2012,Feb,0,4,1,Mist/Overcast,3761
2012-02-03,Spring,2012,Feb,0,5,1,Clear/Cloudy,4151
2012-02-04,Spring,2012,Feb,0,6,0,Mist/Overcast,2832
2012-02-05,Spring,2012,Feb,0,0,0,Mist/Overcast,2947
2012-02-06,Spring,2012,Feb,0,1,1,Clear/Cloudy,3784
2012-02-07,Spring,2012,Feb,0,2,1,Clear/Cloudy,4375
2012-02-08,Spring,2012,Feb,0,3,1,Mist/Overcast,2802
2012-02-09,Spring,2012,Feb,0,4,1,Clear/Cloudy,3830
2012-02-10,Spring,2012,Feb,0,5,1,Mist/Overcast,3831
2012-02-11,Spring,2012,Feb,0,6,0,Light Rain/Snow,2169
2012-02-12,Spring,2012,Feb,0,0,0,Clear/Cloudy,1529
2012-02-13,Spring,2012,Feb,0,1,1,Clear/Cloudy,3422
2012-02-14,Spring,2012,Feb,0,2,1,Mist/Overcast,3922
2012-02-15,Spring,2012,Feb,0,3,1,Clear/Cloudy,4169
2012-02-16,Spring,2012,Feb,0,4,1,Mist/Overcast,3005
2012-02-17,Spring,2012,Feb,0,5,1,Clear/Cloudy,4154
2012-02-18,Spring,2012,Feb,0,6,0,Clear/Cloudy,4318
2012-02-19,Spring,2012,Feb,0,0,0,Mist/Overcast,2689
2012-02-20,Spring,2012,Feb,1,1,0,Clear/Cloudy,3129
2012-02-21,Spring,2012,Feb,0,2,1,Clear/Cloudy,3777
2012-02-22,Spring,2012,Feb,0,3,1,Clear/Cloudy,4773
2012-02-23,Spring,2012,Feb,0,4,1,Clear/Cloudy,5062
2012-02-24,Spring,2012,Feb,0,5,1,Mist/Overcast,3487
2012-02-25,Spring,2012,Feb,0,6,0,Clear/Cloudy,2732
2012-02-26,Spring,2012,Feb,0,0,0,Clear/Cloudy,3389
2012-02-27,Spring,2012,Feb,0,1,1,Clear/Cloudy,4322
2012-02-28,Spring,2012,Feb,0,2,1,Clear/Cloudy,4363
2012-02-29,Spring,2012,Feb,0,3,1,Mist/Overcast,1834
2012-03-01,Spring,2012,Mar,0,4,1,Clear/Cloudy,4990
2012-03-02,Spring,2012,Mar,0,5,1,Mist/Overcast,3194
2012-03-03,Spring,2012,Mar,0,6,0,Mist/Overcast,4066
2012-03-04,Spring,2012,Mar,0,0,0,Clear/Cloudy,3423
2012-03-05,Spring,2012,Mar,0,1,1,Clear/Cloudy,3333
2012-03-06,Spring,2012,Mar,0,2,1,Clear/Cloudy,3956
2012-03-07,Spring,2012,Mar,0,3,1,Clear/Cloudy,4916
2012-03-08,Spring,2012,Mar,0,4,1,Clear/Cloudy,5382
2012-03-09,Spring,2012,Mar,0,5,1,Mist/Overcast,4569
2012-03-10,Spring,2012,Mar,0,6,0,Clear/Cloudy,4118
2012-03-11,Spring,2012,Mar,0,0,0,Clear/Cloudy,4911
2012-03-12,Spring,2012,Mar,0,1,1,Clear/Cloudy,5298
2012-03-13,Spring,2012,Mar,0,2,1,Clear/Cloudy,5847
2012-03-14,Spring,2012,Mar,0,3,1,Clear/Cloudy,6312
2012-03-15,Spring,2012,Mar,0,4,1,Clear/Cloudy,6192
2012-03-16,Spring,2012,Mar,0,5,1,Mist/Overcast,4378
2012-03-17,Spring,2012,Mar,0,6,0,Mist/Overcast,7836
2012-03-18,Spring,2012,Mar,0,0,0,Mist/Overcast,5892
2012-03-19,Spring,2012,Mar,0,1,1,Clear/Cloudy,6153
2012-03-20,Spring,2012,Mar,0,2,1,Clear/Cloudy,6093
2012-03-21,Summer,2012,Mar,0,3,1,Mist/Overcast,6230
2012-03-22,Summer,2012,Mar,0,4,1,Clear/Cloudy,6871
2012-03-23,Summer,2012,Mar,0,5,1,Mist/Overcast,8362
2012-03-24,Summer,2012,Mar,0,6,0,Mist/Overcast,3372
2012-03-25,Summer,2012,Mar,0,0,0,Mist/Overcast,4996
2012-03-26,Summer,2012,Mar,0,1,1,Clear/Cloudy,5558
2012-03-27,Summer,2012,Mar,0,2,1,Clear/Cloudy,5102
2012-03-28,Summer,2012,Mar,0,3,1,Clear/Cloudy,5698
2012-03-29,Summer,2012,Mar,0,4,1,Clear/Cloudy,6133
2012-03-30,Summer,2012,Mar,0,5,1,Mist/Overcast,5459
2012-03-31,Summer,2012,Mar,0,6,0,Mist/Overcast,6235
2012-04-01,Summer,2012,Apr,0,0,0,Mist/Overcast,6041
2012-04-02,Summer,2012,Apr,0,1,1,Clear/Cloudy,5936
2012-04-03,Summer,2012,Apr,0,2,1,Clear/Cloudy,6772
2012-04-04,Summer,2012,Apr,0,3,1,Clear/Cloudy,6436
2012-04-05,Summer,2012,Apr,0,4,1,Clear/Cloudy,6457
2012-04-06,Summer,2012,Apr,0,5,1,Clear/Cloudy,6460
2012-04-07,Summer,2012,Apr,0,6,0,Clear/Cloudy,6857
2012-04-08,Summer,2012,Apr,0,0,0,Clear/Cloudy,5169
2012-04-09,Summer,2012,Apr,0,1,1,Clear/Cloudy,5585
2012-04-10,Summer,2012,Apr,0,2,1,Clear/Cloudy,5918
2012-04-11,Summer,2012,Apr,0,3,1,Clear/Cloudy,4862
2012-04-12,Summer,2012,Apr,0,4,1,Clear/Cloudy,5409
2012-04-13,Summer,2012,Apr,0,5,1,Clear/Cloudy,6398
2012-04-14,Summer,2012,Apr,0,6,0,Clear/Cloudy,7460
2012-04-15,Summer,2012,Apr,0,0,0,Clear/Cloudy,7132
2012-04-16,Summer,2012,Apr,1,1,0,Clear/Cloudy,6370
2012-04-17,Summer,2012,Apr,0,2,1,Clear/Cloudy,6691
2012-04-18,Summer,2012,Apr,0,3,1,Mist/Overcast,4367
2012-04-19,Summer,2012,Apr,0,4,1,Clear/Cloudy,6565
2012-04-20,Summer,2012,Apr,0,5,1,Clear/Cloudy,7290
2012-04-21,Summer,2012,Apr,0,6,0,Clear/Cloudy,6624
2012-04-22,Summer,2012,Apr,0,0,0,Light Rain/Snow,1027
2012-04-23,Summer,2012,Apr,0,1,1,Mist/Overcast,3214
2012-04-24,Summer,2012,Apr,0,2,1,Clear/Cloudy,5633
2012-04-25,Summer,2012,Apr,0,3,1,Clear/Cloudy,6196
2012-04-26,Summer,2012,Apr,0,4,1,Mist/Overcast,5026
2012-04-27,Summer,2012,Apr,0,5,1,Clear/Cloudy,6233
2012-04-28,Summer,2012,Apr,0,6,0,Mist/Overcast,4220
2012-04-29,Summer,2012,Apr,0,0,0,Clear/Cloudy,6304
2012-04-30,Summer,2012,Apr,0,1,1,Mist/Overcast,5572
2012-05-01,Summer,2012,May,0,2,1,Mist/Overcast,5740
2012-05-02,Summer,2012,May,0,3,1,Clear/Cloudy,6169
2012-05-03,Summer,2012,May,0,4,1,Mist/Overcast,6421
2012-05-04,Summer,2012,May,0,5,1,Clear/Cloudy,6296
2012-05-05,Summer,2012,May,0,6,0,Mist/Overcast,6883
2012-05-06,Summer,2012,May,0,0,0,Mist/Overcast,6359
2012-05-07,Summer,2012,May,0,1,1,Mist/Overcast,6273
2012-05-08,Summer,2012,May,0,2,1,Mist/Overcast,5728
2012-05-09,Summer,2012,May,0,3,1,Mist/Overcast,4717
2012-05-10,Summer,2012,May,0,4,1,Clear/Cloudy,6572
2012-05-11,Summer,2012,May,0,5,1,Clear/Cloudy,7030
2012-05-12,Summer,2012,May,0,6,0,Clear/Cloudy,7429
2012-05-13,Summer,2012,May,0,0,0,Clear/Cloudy,6118
2012-05-14,Summer,2012,May,0,1,1,Mist/Overcast,2843
2012-05-15,Summer,2012,May,0,2,1,Mist/Overcast,5115
2012-05-16,Summer,2012,May,0,3,1,Clear/Cloudy,7424
2012-05-17,Summer,2012,May,0,4,1,Clear/Cloudy,7384
2012-05-18,Summer,2012,May,0,5,1,Clear/Cloudy,7639
2012-05-19,Summer,2012,May,0,6,0,Clear/Cloudy,8294
2012-05-20,Summer,2012,May,0,0,0,Clear/Cloudy,7129
2012-05-21,Summer,2012,May,0,1,1,Mist/Overcast,4359
2012-05-22,Summer,2012,May,0,2,1,Mist/Overcast,6073
2012-05-23,Summer,2012,May,0,3,1,Mist/Overcast,5260
2012-05-24,Summer,2012,May,0,4,1,Clear/Cloudy,6770
2012-05-25,Summer,2012,May,0,5,1,Clear/Cloudy,6734
2012-05-26,Summer,2012,May,0,6,0,Clear/Cloudy,6536
2012-05-27,Summer,2012,May,0,0,0,Clear/Cloudy,6591
2012-05-28,Summer,2012,May,1,1,0,Clear/Cloudy,6043
2012-05-29,Summer,2012,May,0,2,1,Clear/Cloudy,5743
2012-05-30,Summer,2012,May,0,3,1,Mist/Overcast,6855
2012-05-31,Summer,2012,May,0,4,1,Clear/Cloudy,7338
2012-06-01,Summer,2012,Jun,0,5,1,Mist/Overcast,4127
2012-06-02,Summer,2012,Jun,0,6,0,Clear/Cloudy,8120
2012-06-03,Summer,2012,Jun,0,0,0,Clear/Cloudy,7641
2012-06-04,Summer,2012,Jun,0,1,1,Clear/Cloudy,6998
2012-06-05,Summer,2012,Jun,0,2,1,Mist/Overcast,7001
2012-06-06,Summer,2012,Jun,0,3,1,Clear/Cloudy,7055
2012-06-07,Summer,2012,Jun,0,4,1,Clear/Cloudy,7494
2012-06-08,Summer,2012,Jun,0,5,1,Clear/Cloudy,7736
2012-06-09,Summer,2012,Jun,0,6,0,Clear/Cloudy,7498
2012-06-10,Summer,2012,Jun,0,0,0,Clear/Cloudy,6598
2012-06-11,Summer,2012,Jun,0,1,1,Mist/Overcast,6664
2012-06-12,Summer,2012,Jun,0,2,1,Mist/Overcast,4972
2012-06-13,Summer,2012,Jun,0,3,1,Clear/Cloudy,7421
2012-06-14,Summer,2012,Jun,0,4,1,Clear/Cloudy,7363
2012-06-15,Summer,2012,Jun,0,5,1,Clear/Cloudy,7665
2012-06-16,Summer,2012,Jun,0,6,0,Clear/Cloudy,7702
2012-06-17,Summer,2012,Jun,0,0,0,Clear/Cloudy,6978
2012-06-18,Summer,2012,Jun,0,1,1,Mist/Overcast,5099
2012-06-19,Summer,2012,Jun,0,2,1,Clear/Cloudy,6825
2012-06-20,Summer,2012,Jun,0,3,1,Clear/Cloudy,6211
2012-06-21,Fall,2012,Jun,0,4,1,Clear/Cloudy,5905
2012-06-22,Fall,2012,Jun,0,5,1,Clear/Cloudy,5823
2012-06-23,Fall,2012,Jun,0,6,0,Clear/Cloudy,7458
2012-06-24,Fall,2012,Jun,0,0,0,Clear/Cloudy,6891
2012-06-25,Fall,2012,Jun,0,1,1,Clear/Cloudy,6779
2012-06-26,Fall,2012,Jun,0,2,1,Clear/Cloudy,7442
2012-06-27,Fall,2012,Jun,0,3,1,Clear/Cloudy,7335
2012-06-28,Fall,2012,Jun,0,4,1,Clear/Cloudy,6879
2012-06-29,Fall,2012,Jun,0,5,1,Clear/Cloudy,5463
2012-06-30,Fall,2012,Jun,0,6,0,Clear/Cloudy,5687
2012-07-01,Fall,2012,Jul,0,0,0,Clear/Cloudy,5531
2012-07-02,Fall,2012,Jul,0,1,1,Clear/Cloudy,6227
2012-07-03,Fall,2012,Jul,0,2,1,Clear/Cloudy,6660
2012-07-04,Fall,2012,Jul,1,3,0,Clear/Cloudy,7403
2012-07-05,Fall,2012,Jul,0,4,1,Clear/Cloudy,6241
2012-07-06,Fall,2012,Jul,0,5,1,Clear/Cloudy,6207
2012-07-07,Fall,2012,Jul,0,6,0,Clear/Cloudy,4840
2012-07-08,Fall,2012,Jul,0,0,0,Clear/Cloudy,4672
2012-07-09,Fall,2012,Jul,0,1,1,Mist/Overcast,6569
2012-07-10,Fall,2012,Jul,0,2,1,Mist/Overcast,6290
2012-07-11,Fall,2012,Jul,0,3,1,Clear/Cloudy,7264
2012-07-12,Fall,2012,Jul,0,4,1,Clear/Cloudy,7446
2012-07-13,Fall,2012,Jul,0,5,1,Mist/Overcast,7499
2012-07-14,Fall,2012,Jul,0,6,0,Mist/Overcast,6969
2012-07-15,Fall,2012,Jul,0,0,0,Clear/Cloudy,6031
2012-07-16,Fall,2012,Jul,0,1,1,Clear/Cloudy,6830
2012-07-17,Fall,2012,Jul,0,2,1,Clear/Cloudy,6786
2012-07-18,Fall,2012,Jul,0,3,1,Clear/Cloudy,5713
2012-07-19,Fall,2012,Jul,0,4,1,Clear/Cloudy,6591
2012-07-20,Fall,2012,Jul,0,5,1,Mist/Overcast,5870
2012-07-21,Fall,2012,Jul,0,6,0,Light Rain/Snow,4459
2012-07-22,Fall,2012,Jul,0,0,0,Mist/Overcast,7410
2012-07-23,Fall,2012,Jul,0,1,1,Clear/Cloudy,6966
2012-07-24,Fall,2012,Jul,0,2,1,Clear/Cloudy,7592
2012-07-25,Fall,2012,Jul,0,3,1,Clear/Cloudy,8173
2012-07-26,Fall,2012,Jul,0,4,1,Clear/Cloudy,6861
2012-07-27,Fall,2012,Jul,0,5,1,Clear/Cloudy,6904
2012-07-28,Fall,2012,Jul,0,6,0,Clear/Cloudy,6685
2012-07-29,Fall,2012,Jul,0,0,0,Clear/Cloudy,6597
2012-07-30,Fall,2012,Jul,0,1,1,Clear/Cloudy,7105
2012-07-31,Fall,2012,Jul,0,2,1,Clear/Cloudy,7216
2012-08-01,Fall,2012,Aug,0,3,1,Clear/Cloudy,7580
2012-08-02,Fall,2012,Aug,0,4,1,Clear/Cloudy,7261
2012-08-03,Fall,2012,Aug,0,5,1,Mist/Overcast,7175
2012-08-04,Fall,2012,Aug,0,6,0,Clear/Cloudy,6824
2012-08-05,Fall,2012,Aug,0,0,0,Clear/Cloudy,5464
2012-08-06,Fall,2012,Aug,0,1,1,Mist/Overcast,7013
2012-08-07,Fall,2012,Aug,0,2,1,Mist/Overcast,7273
2012-08-08,Fall,2012,Aug,0,3,1,Mist/Overcast,7534
2012-08-09,Fall,2012,Aug,0,4,1,Clear/Cloudy,7286
2012-08-10,Fall,2012,Aug,0,5,1,Mist/Overcast,5786
2012-08-11,Fall,2012,Aug,0,6,0,Mist/Overcast,6299
2012-08-12,Fall,2012,Aug,0,0,0,Clear/Cloudy,6544
2012-08-13,Fall,2012,Aug,0,1,1,Clear/Cloudy,6883
2012-08-14,Fall,2012,Aug,0,2,1,Clear/Cloudy,6784
2012-08-15,Fall,2012,Aug,0,3,1,Clear/Cloudy,7347
2012-08-16,Fall,2012,Aug,0,4,1,Clear/Cloudy,7605
2012-08-17,Fall,2012,Aug,0,5,1,Clear/Cloudy,7148
2012-08-18,Fall,2012,Aug,0,6,0,Clear/Cloudy,7865
2012-08-19,Fall,2012,Aug,0,0,0,Mist/Overcast,4549
2012-08-20,Fall,2012,Aug,0,1,1,Mist/Overcast,6530
2012-08-21,Fall,2012,Aug,0,2,1,Clear/Cloudy,7006
2012-08-22,Fall,2012,Aug,0,3,1,Clear/Cloudy,7375
2012-08-23,Fall,2012,Aug,0,4,1,Clear/Cloudy,7765
2012-08-24,Fall,2012,Aug,0,5,1,Mist/Overcast,7582
2012-08-25,Fall,2012,Aug,0,6,0,Mist/Overcast,6053
2012-08-26,Fall,2012,Aug,0,0,0,Mist/Overcast,5255
2012-08-27,Fall,2012,Aug,0,1,1,Clear/Cloudy,6917
2012-08-28,Fall,2012,Aug,0,2,1,Clear/Cloudy,7040
2012-08-29,Fall,2012,Aug,0,3,1,Clear/Cloudy,7697
2012-08-30,Fall,2012,Aug,0,4,1,Clear/Cloudy,7713
2012-08-31,Fall,2012,Aug,0,5,1,Clear/Cloudy,7350
2012-09-01,Fall,2012,Sep,0,6,0,Mist/Overcast,6140
2012-09-02,Fall,2012,Sep,0,0,0,Mist/Overcast,5810
2012-09-03,Fall,2012,Sep,1,1,0,Clear/Cloudy,6034
2012-09-04,Fall,2012,Sep,0,2,1,Clear/Cloudy,6864
2012-09-05,Fall,2012,Sep,0,3,1,Clear/Cloudy,7112
2012-09-06,Fall,2012,Sep,0,4,1,Mist/Overcast,6203
2012-09-07,Fall,2012,Sep,0,5,1,Clear/Cloudy,7504
2012-09-08,Fall,2012,Sep,0,6,0,Mist/Overcast,5976
2012-09-09,Fall,2012,Sep,0,0,0,Clear/Cloudy,8227
2012-09-10,Fall,2012,Sep,0,1,1,Clear/Cloudy,7525
2012-09-11,Fall,2012,Sep,0,2,1,Clear/Cloudy,7767
2012-09-12,Fall,2012,Sep,0,3,1,Clear/Cloudy,7870
2012-09-13,Fall,2012,Sep,0,4,1,Clear/Cloudy,7804
2012-09-14,Fall,2012,Sep,0,5,1,Clear/Cloudy,8009
2012-09-15,Fall,2012,Sep,0,6,0,Clear/Cloudy,8714
2012-09-16,Fall,2012,Sep,0,0,0,Clear/Cloudy,7333
2012-09-17,Fall,2012,Sep,0,1,1,Mist/Overcast,6869
2012-09-18,Fall,2012,Sep,0,2,1,Mist/Overcast,4073
2012-09-19,Fall,2012,Sep,0,3,1,Clear/Cloudy,7591
2012-09-20,Fall,2012,Sep,0,4,1,Clear/Cloudy,7720
2012-09-21,Fall,2012,Sep,0,5,1,Clear/Cloudy,8167
2012-09-22,Fall,2012,Sep,0,6,0,Clear/Cloudy,8395
2012-09-23,Winter,2012,Sep,0,0,0,Clear/Cloudy,7907
2012-09-24,Winter,2012,Sep,0,1,1,Clear/Cloudy,7436
2012-09-25,Winter,2012,Sep,0,2,1,Clear/Cloudy,7538
2012-09-26,Winter,2012,Sep,0,3,1,Clear/Cloudy,7733
2012-09-27,Winter,2012,Sep,0,4,1,Mist/Overcast,7393
2012-09-28,Winter,2012,Sep,0,5,1,Mist/Overcast,7415
2012-09-29,Winter,2012,Sep,0,6,0,Clear/Cloudy,8555
2012-09-30,Winter,2012,Sep,0,0,0,Clear/Cloudy,6889
2012-10-01,Winter,2012,Oct,0,1,1,Mist/Overcast,6778
2012-10-02,Winter,2012,Oct,0,2,1,Light Rain/Snow,4639
2012-10-03,Winter,2012,Oct,0,3,1,Mist/Overcast,7572
2012-10-04,Winter,2012,Oct,0,4,1,Mist/Overcast,7328
2012-10-05,Winter,2012,Oct,0,5,1,Clear/Cloudy,8156
2012-10-06,Winter,2012,Oct,0,6,0,Clear/Cloudy,7965
2012-10-07,Winter,2012,Oct,0,0,0,Mist/Overcast,3510
2012-10-08,Winter,2012,Oct,1,1,0,Mist/Overcast,5478
2012-10-09,Winter,2012,Oct,0,2,1,Mist/Overcast,6392
2012-10-10,Winter,2012,Oct,0,3,1,Clear/Cloudy,7691
2012-10-11,Winter,2012,Oct,0,4,1,Clear/Cloudy,7570
2012-10-12,Winter,2012,Oct,0,5,1,Clear/Cloudy,7282
2012-10-13,Winter,2012,Oct,0,6,0,Clear/Cloudy,7109
2012-10-14,Winter,2012,Oct,0,0,0,Clear/Cloudy,6639
2012-10-15,Winter,2012,Oct,0,1,1,Mist/Overcast,5875
2012-10-16,Winter,2012,Oct,0,2,1,Clear/Cloudy,7534
2012-10-17,Winter,2012,Oct,0,3,1,Clear/Cloudy,7461
2012-10-18,Winter,2012,Oct,0,4,1,Mist/Overcast,7509
2012-10-19,Winter,2012,Oct,0,5,1,Mist/Overcast,5424
2012-10-20,Winter,2012,Oct,0,6,0,Clear/Cloudy,8090
2012-10-21,Winter,2012,Oct,0,0,0,Clear/Cloudy,6824
2012-10-22,Winter,2012,Oct,0,1,1,Clear/Cloudy,7058
2012-10-23,Winter,2012,Oct,0,2,1,Clear/Cloudy,7466
2012-10-24,Winter,2012,Oct,0,3,1,Clear/Cloudy,7693
2012-10-25,Winter,2012,Oct,0,4,1,Mist/Overcast,7359
2012-10-26,Winter,2012,Oct,0,5,1,Mist/Overcast,7444
2012-10-27,Winter,2012,Oct,0,6,0,Mist/Overcast,7852
2012-10-28,Winter,2012,Oct,0,0,0,Mist/Overcast,4459
2012-10-29,Winter,2012,Oct,0,1,1,Light Rain/Snow,22
2012-10-30,Winter,2012,Oct,0,2,1,Mist/Overcast,1096
2012-10-31,Winter,2012,Oct,0,3,1,Mist/Overcast,5566
2012-11-01,Winter,2012,Nov,0,4,1,Mist/Overcast,5986
2012-11-02,Winter,2012,Nov,0,5,1,Clear/Cloudy,5847
2012-11-03,Winter,2012,Nov,0,6,0,Mist/Overcast,5138
2012-11-04,Winter,2012,Nov,0,0,0,Clear/Cloudy,5107
2012-11-05,Winter,2012,Nov,0,1,1,Clear/Cloudy,5259
2012-11-06,Winter,2012,Nov,0,2,1,Clear/Cloudy,5686
2012-11-07,Winter,2012,Nov,0,3,1,Mist/Overcast,5035
2012-11-08,Winter,2012,Nov,0,4,1,Clear/Cloudy,5315
2012-11-09,Winter,2012,Nov,0,5,1,Clear/Cloudy,5992
2012-11-10,Winter,2012,Nov,0,6,0,Clear/Cloudy,6536
2012-11-11,Winter,2012,Nov,0,0,0,Clear/Cloudy,6852
2012-11-12,Winter,2012,Nov,1,1,0,Clear/Cloudy,6269
2012-11-13,Winter,2012,Nov,0,2,1,Mist/Overcast,4094
2012-11-14,Winter,2012,Nov,0,3,1,Clear/Cloudy,5495
2012-11-15,Winter,2012,Nov,0,4,1,Mist/Overcast,5445
2012-11-16,Winter,2012,Nov,0,5,1,Clear/Cloudy,5698
2012-11-17,Winter,2012,Nov,0,6,0,Clear/Cloudy,5629
2012-11-18,Winter,2012,Nov,0,0,0,Clear/Cloudy,4669
2012-11-19,Winter,2012,Nov,0,1,1,Mist/Overcast,5499
2012-11-20,Winter,2012,Nov,0,2,1,Mist/Overcast,5634
2012-11-21,Winter,2012,Nov,0,3,1,Clear/Cloudy,5146
2012-11-22,Winter,2012,Nov,1,4,0,Clear/Cloudy,2425
2012-11-23,Winter,2012,Nov,0,5,1,Clear/Cloudy,3910
2012-11-24,Winter,2012,Nov,0,6,0,Clear/Cloudy,2277
2012-11-25,Winter,2012,Nov,0,0,0,Clear/Cloudy,2424
2012-11-26,Winter,2012,Nov,0,1,1,Clear/Cloudy,5087
2012-11-27,Winter,2012,Nov,0,2,1,Mist/Overcast,3959
2012-11-28,Winter,2012,Nov,0,3,1,Clear/Cloudy,5260
2012-11-29,Winter,2012,Nov,0,4,1,Clear/Cloudy,5323
2012-11-30,Winter,2012,Nov,0,5,1,Clear/Cloudy,5668
2012-12-01,Winter,2012,Dec,0,6,0,Mist/Overcast,5191
2012-12-02,Winter,2012,Dec,0,0,0,Mist/Overcast,4649
2012-12-03,Winter,2012,Dec,0,1,1,Clear/Cloudy,6234
2012-12-04,Winter,2012,Dec,0,2,1,Clear/Cloudy,6606
2012-12-05,Winter,2012,Dec,0,3,1,Clear/Cloudy,5729
2012-12-06,Winter,2012,Dec,0,4,1,Clear/Cloudy,5375
2012-12-07,Winter,2012,Dec,0,5,1,Mist/Overcast,5008
2012-12-08,Winter,2012,Dec,0,6,0,Mist/Overcast,5582
2012-12-09,Winter,2012,Dec,0,0,0,Mist/Overcast,3228
2012-12-10,Winter,2012,Dec,0,1,1,Mist/Overcast,5170
2012-12-11,Winter,2012,Dec,0,2,1,Mist/Overcast,5501
2012-12-12,Winter,2012,Dec,0,3,1,Mist/Overcast,5319
2012-12-13,Winter,2012,Dec,0,4,1,Clear/Cloudy,5532
2012-12-14,Winter,2012,Dec,0,5,1,Clear/Cloudy,5611
2012-12-15,Winter,2012,Dec,0,6,0,Clear/Cloudy,5047
2012-12-16,Winter,2012,Dec,0,0,0,Mist/Overcast,3786
2012-12-17,Winter,2012,Dec,0,1,1,Mist/Overcast,4585
2012-12-18,Winter,2012,Dec,0,2,1,Clear/Cloudy,5557
2012-12-19,Winter,2012,Dec,0,3,1,Clear/Cloudy,5267
2012-12-20,Winter,2012,Dec,0,4,1,Mist/Overcast,4128
2012-12-21,Spring,2012,Dec,0,5,1,Mist/Overcast,3623
2012-12-22,Spring,2012,Dec,0,6,0,Clear/Cloudy,1749
2012-12-23,Spring,2012,Dec,0,0,0,Clear/Cloudy,1787
2012-12-24,Spring,2012,Dec,0,1,1,Mist/Overcast,920
2012-12-25,Spring,2012,Dec,1,2,0,Mist/Overcast,1013
2012-12-26,Spring,2012,Dec,0,3,1,Light Rain/Snow,441
2012-12-27,Spring,2012,Dec,0,4,1,Mist/Overcast,2114
2012-12-28,Spring,2012,Dec,0,5,1,Mist/Overcast,3095
2012-12-29,Spring,2012,Dec,0,6,0,Mist/Overcast,1341
2012-12-30,Spring,2012,Dec,0,0,0,Clear/Cloudy,1796
2012-12-31,Spring,2012,Dec,0,1,1,Mist/Overcast,2729
